Water-Cement Ratio,Compressive Strength (N/mm²)
0.3513333333,47.003367
0.3513333333,47.13804714
0.3513333333,46.86868687
0.3513333333,46.73400673
0.3513333333,47.40740741
0.3513333333,51.98653199
0.3513333333,47.27272727
0.3522222222,46.73400673
0.3522222222,47.13804714
0.3522222222,47.003367
0.3522222222,46.86868687
0.3522222222,47.27272727
0.3531111111,47.13804714
0.3531111111,47.003367
0.3531111111,46.5993266
0.3531111111,46.86868687
0.3531111111,46.73400673
0.354,46.46464646
0.354,46.73400673
0.354,46.5993266
0.354,46.32996633
0.354,46.86868687
0.354,47.003367
0.3548888889,46.73400673
0.3548888889,46.86868687
0.3548888889,46.5993266
0.3548888889,46.46464646
0.3548888889,46.32996633
0.3557777778,46.73400673
0.3557777778,51.98653199
0.3557777778,46.5993266
0.3557777778,46.1952862
0.3557777778,46.46464646
0.3557777778,46.32996633
0.3566666667,46.06060606
0.3566666667,46.32996633
0.3566666667,46.46464646
0.3566666667,46.1952862
0.3566666667,46.5993266
0.3575555556,45.92592593
0.3575555556,46.46464646
0.3575555556,46.32996633
0.3575555556,46.06060606
0.3575555556,46.1952862
0.3584444444,45.92592593
0.3584444444,46.06060606
0.3584444444,45.79124579
0.3584444444,46.46464646
0.3584444444,46.32996633
0.3584444444,46.1952862
0.3593333333,45.65656566
0.3593333333,45.92592593
0.3593333333,45.79124579
0.3593333333,46.1952862
0.3593333333,46.06060606
0.3593333333,46.32996633
0.3602222222,45.52188552
0.3602222222,45.92592593
0.3602222222,45.65656566
0.3602222222,46.1952862
0.3602222222,46.06060606
0.3602222222,45.79124579
0.3611111111,45.65656566
0.3611111111,45.79124579
0.3611111111,45.52188552
0.3611111111,45.92592593
0.3611111111,46.06060606
0.362,45.79124579
0.362,45.92592593
0.362,45.65656566
0.362,45.52188552
0.362,45.38720539
0.3628888889,45.79124579
0.3628888889,45.65656566
0.3628888889,45.25252525
0.3628888889,45.52188552
0.3628888889,45.38720539
0.3637777778,45.25252525
0.3637777778,45.38720539
0.3637777778,45.52188552
0.3637777778,45.65656566
0.3637777778,45.11784512
0.3646666667,45.11784512
0.3646666667,50.1010101
0.3646666667,45.38720539
0.3646666667,44.98316498
0.3646666667,50.77441077
0.3646666667,45.25252525
0.3646666667,45.52188552
0.3655555556,44.98316498
0.3655555556,45.11784512
0.3655555556,45.38720539
0.3655555556,45.25252525
0.3655555556,44.84848485
0.3664444444,45.25252525
0.3664444444,45.11784512
0.3664444444,44.71380471
0.3664444444,45.38720539
0.3664444444,44.98316498
0.3664444444,44.84848485
0.3673333333,44.84848485
0.3673333333,44.57912458
0.3673333333,44.71380471
0.3673333333,44.98316498
0.3673333333,45.11784512
0.3673333333,45.25252525
0.3682222222,44.44444444
0.3682222222,44.57912458
0.3682222222,44.71380471
0.3682222222,44.98316498
0.3682222222,44.84848485
0.3682222222,45.11784512
0.3691111111,44.84848485
0.3691111111,44.71380471
0.3691111111,44.44444444
0.3691111111,44.98316498
0.3691111111,44.57912458
0.37,44.84848485
0.37,44.44444444
0.37,44.30976431
0.37,44.57912458
0.37,44.71380471
0.3708888889,44.71380471
0.3708888889,44.44444444
0.3708888889,44.17508418
0.3708888889,44.30976431
0.3708888889,44.57912458
0.3717777778,44.04040404
0.3717777778,44.30976431
0.3717777778,44.17508418
0.3717777778,44.44444444
0.3717777778,44.57912458
0.3726666667,44.44444444
0.3726666667,44.30976431
0.3726666667,43.90572391
0.3726666667,44.17508418
0.3726666667,44.04040404
0.3735555556,43.77104377
0.3735555556,43.90572391
0.3735555556,44.44444444
0.3735555556,44.04040404
0.3735555556,44.17508418
0.3735555556,44.30976431
0.3744444444,44.17508418
0.3744444444,44.04040404
0.3744444444,44.30976431
0.3744444444,43.90572391
0.3744444444,43.63636364
0.3744444444,43.77104377
0.3753333333,43.77104377
0.3753333333,44.04040404
0.3753333333,43.63636364
0.3753333333,43.90572391
0.3753333333,43.5016835
0.3753333333,44.17508418
0.3762222222,43.5016835
0.3762222222,44.04040404
0.3762222222,43.90572391
0.3762222222,43.77104377
0.3762222222,43.63636364
0.3771111111,43.5016835
0.3771111111,43.36700337
0.3771111111,43.63636364
0.3771111111,43.77104377
0.3771111111,43.90572391
0.378,43.63636364
0.378,43.23232323
0.378,43.36700337
0.378,43.5016835
0.378,43.77104377
0.3788888889,43.36700337
0.3788888889,43.63636364
0.3788888889,43.5016835
0.3788888889,43.23232323
0.3788888889,43.0976431
0.3797777778,43.5016835
0.3797777778,42.96296296
0.3797777778,43.36700337
0.3797777778,43.23232323
0.3797777778,43.0976431
0.3806666667,42.96296296
0.3806666667,43.0976431
0.3806666667,42.82828283
0.3806666667,43.23232323
0.3806666667,43.36700337
0.3815555556,42.82828283
0.3815555556,43.0976431
0.3815555556,43.36700337
0.3815555556,42.96296296
0.3815555556,42.69360269
0.3815555556,43.23232323
0.3824444444,42.69360269
0.3824444444,42.55892256
0.3824444444,42.82828283
0.3824444444,42.96296296
0.3824444444,43.0976431
0.3824444444,43.23232323
0.3833333333,42.96296296
0.3833333333,43.0976431
0.3833333333,42.82828283
0.3833333333,42.69360269
0.3833333333,42.42424242
0.3833333333,42.55892256
0.3842222222,42.82828283
0.3842222222,42.69360269
0.3842222222,42.42424242
0.3842222222,42.55892256
0.3842222222,42.96296296
0.3851111111,42.28956229
0.3851111111,42.42424242
0.3851111111,42.82828283
0.3851111111,42.55892256
0.3851111111,42.69360269
0.386,42.15488215
0.386,42.28956229
0.386,42.69360269
0.386,42.42424242
0.386,42.55892256
0.3868888889,42.28956229
0.3868888889,42.15488215
0.3868888889,42.55892256
0.3868888889,42.42424242
0.3868888889,42.02020202
0.3877777778,42.15488215
0.3877777778,41.88552189
0.3877777778,42.28956229
0.3877777778,42.02020202
0.3877777778,42.42424242
0.3886666667,42.02020202
0.3886666667,41.75084175
0.3886666667,41.88552189
0.3886666667,42.15488215
0.3886666667,42.28956229
0.3886666667,42.42424242
0.3895555556,42.15488215
0.3895555556,42.28956229
0.3895555556,42.02020202
0.3895555556,41.61616162
0.3895555556,41.75084175
0.3895555556,41.88552189
0.3904444444,41.61616162
0.3904444444,41.75084175
0.3904444444,42.15488215
0.3904444444,41.88552189
0.3904444444,42.02020202
0.3913333333,41.48148148
0.3913333333,41.61616162
0.3913333333,42.02020202
0.3913333333,41.88552189
0.3913333333,41.75084175
0.3922222222,41.75084175
0.3922222222,41.34680135
0.3922222222,41.48148148
0.3922222222,41.61616162
0.3922222222,41.88552189
0.3931111111,41.61616162
0.3931111111,41.48148148
0.3931111111,41.75084175
0.3931111111,41.34680135
0.3931111111,41.21212121
0.394,41.61616162
0.394,41.34680135
0.394,41.48148148
0.394,41.21212121
0.394,41.07744108
0.3948888889,40.94276094
0.3948888889,41.21212121
0.3948888889,41.07744108
0.3948888889,41.34680135
0.3948888889,41.48148148
0.3957777778,41.48148148
0.3957777778,41.21212121
0.3957777778,40.80808081
0.3957777778,41.34680135
0.3957777778,41.07744108
0.3957777778,40.94276094
0.3966666667,41.34680135
0.3966666667,40.67340067
0.3966666667,40.80808081
0.3966666667,40.94276094
0.3966666667,41.21212121
0.3966666667,41.07744108
0.3975555556,40.80808081
0.3975555556,41.07744108
0.3975555556,40.94276094
0.3975555556,40.67340067
0.3975555556,41.21212121
0.3984444444,40.94276094
0.3984444444,40.53872054
0.3984444444,40.67340067
0.3984444444,40.80808081
0.3984444444,41.07744108
0.3993333333,40.4040404
0.3993333333,40.94276094
0.3993333333,40.53872054
0.3993333333,40.80808081
0.3993333333,40.67340067
0.4002222222,40.4040404
0.4002222222,40.26936027
0.4002222222,40.53872054
0.4002222222,40.67340067
0.4002222222,40.80808081
0.4011111111,40.4040404
0.4011111111,40.13468013
0.4011111111,40.26936027
0.4011111111,40.53872054
0.4011111111,40.67340067
0.4011111111,40.80808081
0.402,40.67340067
0.402,40.53872054
0.402,40.4040404
0.402,40.13468013
0.402,40.26936027
0.4028888889,40
0.4028888889,40.13468013
0.4028888889,40.26936027
0.4028888889,40.53872054
0.4028888889,40.4040404
0.4037777778,40.26936027
0.4037777778,39.86531987
0.4037777778,40.4040404
0.4037777778,40.13468013
0.4037777778,40
0.4046666667,39.73063973
0.4046666667,39.86531987
0.4046666667,40
0.4046666667,40.13468013
0.4046666667,40.26936027
0.4055555556,40.13468013
0.4055555556,39.73063973
0.4055555556,40
0.4055555556,39.86531987
0.4055555556,39.5959596
0.4064444444,40
0.4064444444,39.46127946
0.4064444444,39.86531987
0.4064444444,39.5959596
0.4064444444,40.13468013
0.4064444444,39.73063973
0.4073333333,39.5959596
0.4073333333,39.46127946
0.4073333333,39.73063973
0.4073333333,39.86531987
0.4073333333,40
0.4082222222,39.32659933
0.4082222222,39.46127946
0.4082222222,39.5959596
0.4082222222,39.73063973
0.4082222222,39.86531987
0.4091111111,39.5959596
0.4091111111,39.19191919
0.4091111111,39.32659933
0.4091111111,39.46127946
0.4091111111,39.73063973
0.41,39.32659933
0.41,39.05723906
0.41,39.5959596
0.41,39.19191919
0.41,39.46127946
0.4108888889,39.46127946
0.4108888889,39.19191919
0.4108888889,39.32659933
0.4108888889,39.05723906
0.4108888889,38.92255892
0.4117777778,38.92255892
0.4117777778,39.05723906
0.4117777778,38.78787879
0.4117777778,39.19191919
0.4117777778,39.32659933
0.4117777778,39.46127946
0.4126666667,39.32659933
0.4126666667,39.05723906
0.4126666667,39.19191919
0.4126666667,38.92255892
0.4126666667,38.78787879
0.4135555556,39.19191919
0.4135555556,39.05723906
0.4135555556,38.92255892
0.4135555556,38.65319865
0.4135555556,38.78787879
0.4144444444,38.51851852
0.4144444444,38.65319865
0.4144444444,38.78787879
0.4144444444,39.05723906
0.4144444444,38.92255892
0.4153333333,38.65319865
0.4153333333,38.51851852
0.4153333333,38.38383838
0.4153333333,38.78787879
0.4153333333,38.92255892
0.4162222222,38.65319865
0.4162222222,38.38383838
0.4162222222,38.51851852
0.4162222222,38.78787879
0.4162222222,38.92255892
0.4171111111,38.78787879
0.4171111111,38.24915825
0.4171111111,38.65319865
0.4171111111,38.51851852
0.4171111111,38.38383838
0.418,38.11447811
0.418,38.24915825
0.418,38.38383838
0.418,38.51851852
0.418,38.65319865
0.418,38.78787879
0.4188888889,38.51851852
0.4188888889,38.38383838
0.4188888889,37.97979798
0.4188888889,38.11447811
0.4188888889,38.24915825
0.4197777778,37.84511785
0.4197777778,37.97979798
0.4197777778,38.11447811
0.4197777778,38.38383838
0.4197777778,38.24915825
0.4206666667,37.84511785
0.4206666667,37.97979798
0.4206666667,38.38383838
0.4206666667,38.24915825
0.4206666667,38.11447811
0.4215555556,38.11447811
0.4215555556,37.97979798
0.4215555556,37.71043771
0.4215555556,37.84511785
0.4215555556,38.24915825
0.4224444444,38.11447811
0.4224444444,37.57575758
0.4224444444,37.97979798
0.4224444444,37.71043771
0.4224444444,37.84511785
0.4233333333,37.71043771
0.4233333333,37.57575758
0.4233333333,37.44107744
0.4233333333,37.84511785
0.4233333333,37.97979798
0.4242222222,37.84511785
0.4242222222,37.97979798
0.4242222222,37.71043771
0.4242222222,37.57575758
0.4242222222,37.30639731
0.4242222222,37.44107744
0.4251111111,37.84511785
0.4251111111,37.71043771
0.4251111111,37.30639731
0.4251111111,42.55892256
0.4251111111,37.57575758
0.4251111111,37.44107744
0.426,37.17171717
0.426,37.30639731
0.426,37.44107744
0.426,37.57575758
0.426,37.71043771
0.4268888889,37.57575758
0.4268888889,37.03703704
0.4268888889,37.44107744
0.4268888889,37.17171717
0.4268888889,37.30639731
0.4277777778,37.17171717
0.4277777778,36.9023569
0.4277777778,37.30639731
0.4277777778,37.44107744
0.4277777778,37.03703704
0.4286666667,37.30639731
0.4286666667,37.44107744
0.4286666667,37.17171717
0.4286666667,37.03703704
0.4286666667,36.9023569
0.4295555556,36.9023569
0.4295555556,36.76767677
0.4295555556,37.03703704
0.4295555556,37.17171717
0.4295555556,37.30639731
0.4304444444,37.03703704
0.4304444444,37.17171717
0.4304444444,42.55892256
0.4304444444,36.9023569
0.4304444444,36.63299663
0.4304444444,36.76767677
0.4313333333,36.63299663
0.4313333333,37.03703704
0.4313333333,36.9023569
0.4313333333,36.76767677
0.4313333333,36.4983165
0.4322222222,36.63299663
0.4322222222,36.76767677
0.4322222222,37.03703704
0.4322222222,36.4983165
0.4322222222,36.9023569
0.4331111111,36.4983165
0.4331111111,36.63299663
0.4331111111,36.36363636
0.4331111111,36.76767677
0.4331111111,36.9023569
0.434,36.63299663
0.434,36.36363636
0.434,36.4983165
0.434,36.76767677
0.434,36.22895623
0.4348888889,36.36363636
0.4348888889,36.22895623
0.4348888889,36.09427609
0.4348888889,36.4983165
0.4348888889,36.63299663
0.4357777778,36.4983165
0.4357777778,36.63299663
0.4357777778,36.36363636
0.4357777778,36.09427609
0.4357777778,36.22895623
0.4366666667,35.95959596
0.4366666667,36.09427609
0.4366666667,36.22895623
0.4366666667,36.4983165
0.4366666667,36.36363636
0.4375555556,36.22895623
0.4375555556,35.82491582
0.4375555556,35.95959596
0.4375555556,36.36363636
0.4375555556,36.09427609
0.4384444444,35.95959596
0.4384444444,35.69023569
0.4384444444,36.09427609
0.4384444444,36.22895623
0.4384444444,35.82491582
0.4393333333,35.69023569
0.4393333333,35.95959596
0.4393333333,35.82491582
